.2.4...8.....8...68....71..2..5...9..95.......4..3.........1..7..28...4.....6.3..  11.9 11.9 09.9   
..34...8..5..89...6..3.....2.6.......1......7..4...36.....1.9..8..2...4......75..  11.2 11.2 02.6   
..34...8..5....1..7....2....81...3......9...6...3...4..4.8...5......7..29...6....  11.2 11.2 02.6   
..34...8.4..7......89.3......5...6.....2....18...9..4.3...4..7......12...6......5  11.2 11.2 02.6   
..34.......7..9...6...2...12...6...8......6.5.....3.7...19...4.8...1.5..........6  11.2 11.2 02.6   
..34.......7..9...6...2...12.....6.5....6...8.....3.7...19...4.8...1.5..........6  11.2 11.2 02.6   
..34..7......89..6.......1..4...1..83..7..1......6..9.5.......17.2.......3.2..5..  11.2 11.2 02.6   
..34..7...5...9..6..9.2.....1..97.6....2..1..8.....9...7..156......3..7........5.  11.2 11.2 02.6   
..34..7...5...9...6....2.....8.1...35......2....7..4.83..8......9.....6...1.4.3..  11.2 11.2 02.6   
..34..7...5......2....1..5...8....473....78..9..8.......49..3..6....2.1.....6....  11.2 11.2 02.6   
..34.6....5......6....7.1..2......7.....9..2..4...3..8.84........6..8..59...1....  11.2 11.2 02.6   
..34.6....5.....6.6...7...12...9...8..4..5....6.3.........1.8..8.....91..7......2  11.2 11.2 02.6   
..34......5...9.2.7...1...4......4.6.8.....9.9....287..7...85....16.........3....  11.2 11.2 02.6   
..34......5..89...6........2.......3.7...591..1.9........6....2....985.......187.  11.2 11.2 02.6   
..34......5......17...3..6..1...4.7...8.9.4..6......5...2..38.....9....5...82....  11.2 11.2 02.6   
.2......9..6...1..79..1..6..3...8.4....3..9....9.7...2..2.6...75...........5.48..  11.2 11.2 02.6   
.2......94.7....3..8....5....1.37...39.8..........1.....4.6..7....5....2....14.6.  11.2 11.2 02.6   
.2.....8...67....2.....34....18...6.....4...3.....59...681.....5...9....9.2....7.  11.2 11.2 02.6   
.2.....8.4....9...6.93..4...7..1......6.....89....53......7...2........1..5..46..  11.2 11.2 02.6   
.2.....8.4.6.......891..5.......4..7....3......58...2..1.5...9.....67..36........  11.2 11.2 02.6   
.2.....8.4.....1......3.5.4..7......5...61....9.2.....3...4...5..89...7.....1.6..  11.2 11.2 02.6   
.2....7.......91..7...3..4...5...8..36..2.....4.....3......89..6...4..7...15.....  11.2 11.2 02.6   
.2....78.4.......6.98....1....6....5.7...21......3....3...4.........892..8...1...  11.2 11.2 02.6   
.2....7....6.8.........1.64....65..3...9..2....8..4.5...5.4...1.9.3.....7.....3..  11.2 11.2 02.6   
.2....7..4....9.3.6..723.4...85.........1....9....4.6..94....5.5.....6.3.....5...  11.2 11.2 02.6   
.2....7..4......366.9....5.....4.3.....2.18..5...9..4......8....1.7.....9.6.3....  11.2 11.2 02.6   
.2....7..4..1....6..9....54..65...4..9..2...5.....83...8.........16...9.....37...  11.2 11.2 02.6   
.2...6.8...6...1.27.......6..7.......6...28..9..53....3...7..4......4..8..59.....  11.2 11.2 02.6   
.2.........6.8.1..7.......5...64.9....81..4.......3..25..........496.....3...4..7  11.2 11.2 02.6   
.2...67..4..........9....5..3.......5...1.....7.2..8.3....4..9....6.83.......26.7  11.2 11.2 02.6   
.2...67..4..........9....5..3.........5.1.....6.2..8.3....4..9....7.83.......26.7  11.2 11.2 02.6   
.2...67..4...8......9..........4...5......31..3...1.6...57....88...9.....7....12.  11.2 11.2 02.6   
.2...67..4...8......93.....2.8.4.......9......7...2.1.3.....56.......12..1...5.7.  11.2 11.2 02.6   
.2...67..4...8......91....4..........6...52..8.1....9..3.2...7......3.52....6.3..  11.2 11.2 02.6   
.2...67..4.7.8......9....5...8....9..1......7...3..1.25...4.........16.3.7...2...  11.2 11.2 02.6   
.2...67..4..1...3.....7......15...9.3.5.....4.6...8.......218..........3...9...51  11.2 11.2 02.6   
.2...67.........32..9........18..6..5...9.....7...2..4....1.4...4...3.7.8..5.....  11.2 11.2 02.6   
.2...6.....71.....6.9.7..5.2.....3....15...9.8.......6...94...7....1..4......28..  11.2 11.2 02.6   
.2...6.....71...3.8.......4..5.9..1.64......2...........197.5......68......5...7.  11.2 11.2 02.6   
.2...6....567...3.7...3......8.9...1...1..8..5....3.2.6....2.7..4....9.5....4....  11.2 11.2 02.6   
.2...6....5.1.....8...7...4........3..65...7.7...9.4...3...19....2...3.89...3..4.  11.2 11.2 02.6   
.2...6...4..........83..5....5.1...3...9..8..7......4...1.3.9...6...7.2....8...5.  11.2 11.2 02.6   
.2...6...4..18......9..2.......47.9.......3.....8..4.53..5....1.6.....2.8.....5.3  11.2 11.2 02.6   
.2..5...9..71.9...6.............8.1......14..9...6...2..4..78..5.......3.6..3....  11.2 11.2 02.6   
.2..5...94...8..3....7..5....1..58..3.......2.9.....4....6.7.....8..16..9........  11.2 11.2 02.6   
.2..5...94.7....3...9....1..6...5..87..89.......6..1..3....2..1....6.4...9.5....2  11.2 11.2 02.6   
.2..5...9...1...3......7.....4..3.....6.4...2...8...7..62.....5.4..9.6..8.9....1.  11.2 11.2 02.6   
.2..5..8....1....6.....3...2...9....3..6.7....8..4.9....2...89.7.......1.48....5.  11.2 11.2 02.6   
.2..5.7.....1.9.3.6..............8.7...6...1...4.7...234....5.8.7..4....9....3...  11.2 11.2 02.6   
.2..5......71...6..9....4.52.........8....9....5.1..3...6..1.7....56...48..73....  11.2 11.2 02.6   
.2..56.....71...3..9..73.....5..1.6.......4..8.......2.....7..4..1.6..5.9.....8..  11.2 11.2 02.6   
.2..5......67..1.37..........71..8...9...2.4.8.......13..6....8....9..5......4...  11.2 11.2 02.6   
.2..5....4..1....3..9..7......6..3.4.....2.5.8......213..8..1...7..9.........4..6  11.2 11.2 02.6   
.2.4....9..7.8....6....3.....8.6..9.3....78...9......2..4.......1....95....5..12.  11.2 11.2 02.6   
.2.4....9..7......6.....1...3...4..87..2.......1...52.3..9.2.5...68.3....9..4...3  11.2 11.2 02.6   
.2.4....9.5....2..9...7..1...58.....3....1..7....3..9...2....6..8....4..7...6...1  11.2 11.2 02.6   
.2.4....9.......3.6....75.....8.5.....197...2.7..1....3....8.6..4..2...7......8..  11.2 11.2 02.6   
.2.4...8...7..9..6......5....9.6...1.4.3.....8........3......2.....1.9.5..5.7.1..  11.2 11.2 02.6   
.2.4...8...7..9...6....3...2...374...4.2....8..9....2........52....6...1.1.5..8..  11.2 11.2 02.6   
.2.......4...8...6...2.7.5......5.....6.9...1.8.3...7..32......8.1.4.9..9.......8  11.2 11.2 02.6   
.2.4.6..9..7....3..9...........1..5....9.86.....2..4.8.4.8.2...5...7......1......  11.2 11.2 02.6   
.2.4.6.8....1....6....37.....5...9..3...7.....4.6...1..8.....41..9.1....7.....5..  11.2 11.2 02.6   
.2.4.6.8....1....6....37.....5.4.9..3...7.....4.6...1..8.....41..9......7.....5..  11.2 11.2 02.6   
.2.4.6.8....1....6....37.....5..19..3...7.....4.6...1..8.....41..9......7.....5..  11.2 11.2 02.6   
.2.4.6....56......7...3......5..86......7..3.9.......1..82.54........2......1..9.  11.2 11.2 02.6   
.2.4......5...9...8...3...4..9..1.5..........6...4.3..3...6...7.1.....2....7..8.3  11.2 11.2 02.6   
.23.....9.5.1...3.6.....4......741.............93....2......8..7...68.....25....1  11.2 11.2 02.6   
.23..67...56....3.7............9...85....2.7..681......9..4...16....3.5.......4..  11.2 11.2 02.6   
.23..6....567...3.7........2....3.6....81.9..........83....5.7...4.......9..4...1  11.2 11.2 02.6   
.23..6....567...2.7...........8..9..6....3.5.....1...83....5.7.....4.....49.....1  11.2 11.2 02.6   
.23..6...4...8.2...8.7.....2.......5..4.9.3..9....147......5.1..4..3.8.....6.....  11.2 11.2 02.6   
.23......4....9.3..9....1..2...6....5..8....7.4...5.9....7..6....2..3.5.....1...8  11.2 11.2 02.6   
1.......9..7.8.2...6.....5..3..4...7..4..8......2..3...9.8....1..2.7.4.....5...6.  11.2 11.2 02.6   
1.......9.57...2..6......4....7.58...3.8..5......1..6......8....7.2.3...9.2.4....  11.2 11.2 02.6   
1......89..7...2..86.....4....5.......5..3...98..1........6.....4..91.6....7.53..  11.2 11.2 02.6   
1......89.5.....6...9.2.4....4.1.9........8.2.....3.7...1.9...87....5....3.6.....  11.2 11.2 02.6   
1......89.5....2....9.7...4...3..6.......28..7...1..4..3.6.....8.4.9......2..5...  11.2 11.2 02.6   
1......894....913.......5.6..75.....83...4.......2.......6....5.9...3.1...2.7....  11.2 11.2 02.6   
1......8...7....36.8..3.1...4..1.8....5..2...91.......3...4.9.....6...2....7...5.  11.2 11.2 02.6   
1......8...67......9..3...5.3....5.4....2..9...7....6..4...52......429..8..1.....  11.2 11.2 02.6   
1......8..5....6.3..9.......4........35.4.2..8.17.........65..2...9...1......34.6  11.2 11.2 02.6   
1......8..5......3..9..24....4.7.9...3.9...5....6....1..72..6......47...8...6....  11.2 11.2 02.6   
1.....7.......9..6.6..2..4.....6..9......4.2.7..3..8..5...3..78..85.......1...5..  11.2 11.2 02.6   
1.....7.......9.3...82....4.8.5.......486....7....1...3......9.........2.62.4...5  11.2 11.2 02.6   
1.....78...6.8...2..........3...5..6...9..4....8.6..2...4.7.2..5..3......9...1..4  11.2 11.2 02.6   
1.....7....71.9...68..7......1.9.8...4.2....5.......2...8.6.9..5....3.4.........3  11.2 11.2 02.6   
1.....7....71.9.6..8..7......1.6.9...3...4....6.....32..8.9.1..5..2....4.....5...  11.2 11.2 02.6   
1.....7...5...9.3...6.....4.8...5.9......2...7.9.4........1.6.....5.8.2..3.2.....  11.2 11.2 02.6   
1.....7...5...91...89.....5...6..4...3..2....9....7..8....4..6...23.....8....5..1  11.2 11.2 02.6   
1.....7..4.......6.89....4...45.8.....82...5.7...6.......9.2.....2..5.9.....1...3  11.2 11.2 02.6   
1....6..9.5......3..9.3..4..1...73....7.2...4...8...7.5..2.....6....8..2..2.9.4..  11.2 11.2 02.6   
1....6..9.5.....3..8....4..2...6...7...2..3....87.......1.9.5..7..6....1.4..1..6.  11.2 11.2 02.6   
1....6.8...7...2......3...4.6.9...5..9....4.75....1.9....5.8.....2.4....9..6.....  11.2 11.2 02.6   
1....6.......8.2....93...4..3.7...9..95......8.....6....45..........21...7.....35  11.2 11.2 02.6   
1....6.8.......2.....37......1....6.5.6..4..1.3....9...7.9.....8...2......5..8.4.  11.2 11.2 02.6   
1....67......8..3...9.7...52...6.8.....2.1....4........3.....9.8..7..1....5.....4  11.2 11.2 02.6   
1....6.....7.8.2.....3....5.....1..3..4.2..9...9...82.6..5...........9...8..4..7.  11.2 11.2 02.6   
1....67...5.........937........9...3....4...2.7...18...1....6..56...8.....4.6..2.  11.2 11.2 02.6   
1....67...5.....36.8.....14...9...4.3....7..1..8.2........9....7....3.6...25.....  11.2 11.2 02.6   
1....6....57.8....68........4..3...7..5.....4...9..52....2..9.......1.6..3..7...5  11.2 11.2 02.6   
1....6...4...8.....9.2....5..5....93.....46...7.3.......9.....7....1.8...3.7...2.  11.2 11.2 02.6   
1...5...9...7.......8..3.6.2.......5.4....3...6...1.4....9....75...2.....1...48..  11.2 11.2 02.6   
1...5...9..71..2...6...3.1.2...4.9...7.....45...8.....5...1..9..3...81..7..6.....  11.2 11.2 02.6   
1...5...9..6.......9...2.4..1..9...55.7..8.........3...6...42....1.6...7...8...3.  11.2 11.2 02.6   
1...5...9.5.........82...4...6..48...3......1...7...2..8.6.......2..837.9...3....  11.2 11.2 02.6   
1...5...9.5.....3.7.9..3......5...6.6...2.4...9...7..3.7...5..1..8...2.....84....  11.2 11.2 02.6   
1...5...9......1.2.8.....6...78.....3...2...5.6...4......2....1.....7.4.93..1.2..  11.2 11.2 02.6   
1...5..8...7..9....6.2....5.3........4..6.3.29......1....52.4.......8.7....3..5..  11.2 11.2 02.6   
1...5..8...7.....6...2.......4..3.....85.4.1.9..82......6.....7.4....3..8..9...5.  11.2 11.2 02.6   
1...5..8...7...2.6...3........53..9......4..78...1.5..3..9...1...4.....2.6.......  11.2 11.2 02.6   
1...5..8.......1...8...3..6..7..4.6.3...7...4.4....8..5.2....9....29.....6...7..8  11.2 11.2 02.6   
1...5......7..9....8.3...4.....7.3...3.2....4..5..36....8..1..2.6.8..4..9......68  11.2 11.2 02.6   
1...5.7.......9.....82....4.......5.37.....6...9..4..3.....2..8..29.3....6..1....  11.2 11.2 02.6   
1...5.7....71....6.9...3...2....51....4.....8..9....6..8..27...7..5..3...4..3...7  11.2 11.2 02.6   
1...5.7.....1....6.89..........7.1..3..6..5.......2.9..4...8...7...6...5..2....4.  11.2 11.2 02.6   
1...56.8...6..9....8.1.......59...6..7......2....2.3..34......7.....4.....15...9.  11.2 11.2 02.6   
1...56.....71......6..3..1..84.6.........24..7..5...6...2.9...85..6...7.......9..  11.2 11.2 02.6   
1..4....9..7..92...8........9.8....1.....5.2.....2..6..4....1.38..3.......5.7.6..  11.2 11.2 02.6   
1..4.........891...9..3..4..1.8..9....5.....76......5..4.9..3..7...62...........2  11.2 11.2 02.6   
1..4...8..5...9..6....3.1...9...5..7..8.2.4.........2.7.5..3....3.69............3  11.2 11.2 02.6   
1..4...8..5...9..2..9...6......41.6....6..8.36.........72...5..8..3...1.....7....  11.2 11.2 02.6   
1..4.......7.8...6.9....41......3....3.8..9....5.6...7..2......5..6.8..2.7..2..5.  11.2 11.2 02.6   
1..4..7....7.8...6.....2.....5.6........25..8.3.9.......6..7..2.4....1..9.....3..  11.2 11.2 02.6   
1..4..7...5......6..8..3....8.91............27....41...6...7.2....3....59...4.3..  11.2 11.2 02.6   
1..4.6.8.....8.1.......3..4..5..7...6...4...3.7.....2..92...5.....9.....8...3...6  11.2 11.2 02.6   
1..45.........9.3.6...2.4.......8.9...42..6...3......7.7......85..........2.6.5..  11.2 11.2 02.6   
1..4......5...9.2...8...6.....39..7..7....9.......75.2.3...2.9.6.......8..4.1.2..  11.2 11.2 02.6   
1..45........892.....3....4.7.....6.....2.9..9....8...5...1.8...6......3.4.....7.  11.2 11.2 02.6   
1..45......7..92..........4...9..8...36..2.9.....1...3..8...6..5..3......9...8.7.  11.2 11.2 02.6   
1.3........7....6368....5...1.9..6......24...5..6..........3.2.....4..7.9..8..1..  11.2 11.2 02.6   
1.3...7...5......686...3..........95...5.........481.....9...2...8.34...7....14..  11.2 11.2 02.6   
1.3...7...5......686...3...........5...5...9.....481.....9...2...8.34...7....14..  11.2 11.2 02.6   
1.3..6..9.5..8......6...1.....5...7....2.....9....34...7.....2...1..43..6..8.....  11.2 11.2 02.6   
1.3..6.8.4.6...1...8..........9...7..6...43..9...7...2..5.......1...84.....21...5  11.2 11.2 02.6   
1.3.......5.1...6.6...2......15...9..9...8..4.....2..73..2...5......4..2....7.8..  11.2 11.2 02.6   
1.34....9..6...1...8.....4..7...8.5.3............27.....1.....3.....4.2.9..5..6..  11.2 11.2 02.6   
12......9..7....3..8....1.4.....7.6.....2.9.1...5......4..9...8..2.4......56.3...  11.2 11.2 02.6   
12......9..7....3..8....1.4.....7.6.....2.4.1...5......9..4...8..2.9......56.3...  11.2 11.2 02.6   
12.....8...7..9..6...2..1....6..7..3....4.....8.9...4..3...5.6.....9...5..57..3..  11.2 11.2 02.6   
12.....8...7...2.6.8.........5..4...3...1..9.89..3.........7..4....2.91....5....7  11.2 11.2 02.6   
12....7....7....63....7..1..4.5..........8.9...6.1.3...7.9....85....4.....2.3.6..  11.2 11.2 02.6   
12...6.8...6......78..2.......9.......7.1..2.89......35.....4.....3.45....8.7..6.  11.2 11.2 02.6   
12...6.8.4.....1...89..........7...3..59......4...26......3..67...5.....8....12..  11.2 11.2 02.6   
12...6...4.....1......3...6...8...9.....7...5.3...26.....5...7...7.9...8.4....3..  11.2 11.2 02.6   
...4.....4...891...9..31........5..6.8.3..4..6.7....5...2.......1.9..3......23..7  11.2 11.1 10.6   
..3.....94......2..9..3.64.2...9...4.7.....5...51.....3...6...2.1...78.....8.....  11.2 11.1 10.0   
..3.5...9.5....1..7....2.6...1.......9....3..6....7.4.......6..8..2.4......87..2.  11.2 11.1 09.9   
...4...8......91....9.1..452.........3...2.6...18..5....49..8...7.......6....7..3  11.2 11.0 09.9   
..345...9.....9......23.5......7.....6.....78..9..43..5......16.8.1.......4..52..  11.2 10.8 09.3   
.23..6....567...2.7.........1..4.8..6....7.5...5.....1..98....45....3.6.....9....  11.2 10.8 08.4   
..3.5.7.9......2...8.1...4....6.1............9...2...33.7...9..5...7...2.6...4...  11.2 10.8 03.4   
....5.78....1....6..9.7..4.2..3......6.........5.47...3.......2..8.9.4...1.5..8..  11.2 10.7 09.5   
.2......94.6..9...7..2...4....5..3...6...4.7.8...1.....4...2.9.......8....13....5  11.2 10.7 09.4   
.2....7....71....6.......1...86...5.3...9.........4..8..67..8...4..3....9....2..5  11.2 10.7 03.4   
1..4......5...9..3..8.2....2..6......6...5.9...4.1.......8...56.......37.7...39..  11.2 10.7 03.4   
..3......4....9.2....1..5.6.6......83.9.2......4..7.3...7.4..9.......8.....5....1  11.2 10.7 02.6   
..3......4...8.2.........46..5..39...7...1...9...4..2...7....9..1.5..8..8...6...2  11.2 10.7 02.6   
.2...6.8.4..1.......9.3....2....8.7.3.....1...6.....28....9.4...7...5..2...6...5.  11.2 10.6 07.9   
...4......5...9.3...8.3.1..2.....6....1.....8.9.3...4.3.2.6.....7.9........52..7.  11.2 10.6 02.6   
1...5.....5.18...3..9..2.....4......8..7....1......62........9...6..43..7...3...8  11.2 10.1 02.6   
1....67...571......9.....1......83......4...29..5...7...8..2...5..7...6.....3.4..  11.2 10.0 10.0   
..34..7...5..8...6.....3....1...4...5.6.1....8..6....1...2..9...6..4...89....7.2.  11.2 09.4 09.4   
.2..5...94..7...3.......5...1......6....1.9....8..3.2.3..8.......7..4....6..9.2..  11.2 06.7 06.7   
....56.8....1..2.....2..4....13.8....7.......58..7....7...6..9...4.....296.....5.  11.2 02.6 02.6   
1...5......7..9.3...9..754...4..3.7..6........9.8........79..2......24.3..2......  11.2 02.6 02.6   
.......8.456......7.......5..7.4.......9.1.2..1.8..3....5.6...8...3.8.1......29..  11.2 01.5 01.5   
......78...6.....27....3.5......539....94...19.....8..3..5.7....1..6......4.2....  11.2 01.5 01.5   
......7....67...23....3..46..7.4.6..5..9.1...9......5..1...8.6.........8..2.6.4..  11.2 01.5 01.5   
.....6..94......3..8.7..5..2..86...4.6...71..9.........1..7.8....2..8......5.1..3  11.2 01.5 01.5   
.....67..4...8..3..9.........15....8.45....9.83..2.........5..1.8..3..4......76..  11.2 01.5 01.5   
....5.78...71....6.....2......6.4..13...9.6....62.......1..7..4.8....3..9.....5..  11.2 01.5 01.5   
...4....9....8.2..6....3.5..6...5.1.3.59....8....2.....1....4..73.........6..1.7.  11.2 01.5 01.5   
..3.5.7..45...9....8.2.....2......4..9...8.....5.6.3......1...7...6.31....1....5.  11.2 01.5 01.5   
..34..7.......9..6.....2.5.2...63.....1.......7.8..3..5....8.9..1....8...487.....  11.2 01.5 01.5   
..34......5...9..6...2..4...6...5.7.7.......8....1.3...9.....5.5....8..7..2...1..  11.2 01.5 01.5   
..34......5..8.1..7......6......1..5....9.2..9......3.3..6.......49...7..1..2...8  11.2 01.5 01.5   
.2.....8...6..91..7......4...93.56....5......68..4.....6..2...7...5..3.....6.1...  11.2 01.5 01.5   
.2.4....9.....9.3.6...7.1....6.......8..4...7..58.2....7...4..8..1.9.3........5..  11.2 01.5 01.5   
.2.4....9......1..7.8..3....1....9.63......7...5......5....8......14.6...4.6....2  11.2 01.5 01.5   
.23.....9..71...3.6.....4......48.9.......5....97....2.....5...8.2.6.....3.2....1  11.2 01.5 01.5   
1...5...9...1...3..6...7....4.....6.3..2....5.7....8..5...3.......91...2.....8.4.  11.2 01.5 01.5   
1...5..8...71....6.9...35...1..3.4..........8..65...2.....94..27.........4.3..1..  11.2 01.5 01.5   
........9..71.9...6.....4...4..6......59.2....8..3.....3....8.....2...51..2..5..7  11.2 01.2 01.2   
........9..71.9...6.....4...3....8.....5...21..5..2..7..29.5....4..3.....8..6....  11.2 01.2 01.2   
........9.5....1..7...3..4..1.8..5..6....2.7.....6...13...2.......9..8....4..7.6.  11.2 01.2 01.2   
........94...8..3..9...7...2.......5..4..3.2...5.2.8..3...4..5....6.1....71...6..  11.2 01.2 01.2   
........94...8.2.....7...1...15......6...7...9...4...33.....8......2...4..56...7.  11.2 01.2 01.2   
........94...8.2.......3.5.2..........6.4.8...7.5...3..9.8....7..2.1....8.17..6..  11.2 01.2 01.2   
.......89.5.1.....6....31...7...16......9..2...8.....4..4.2....7..5..3...6...7...  11.2 01.2 01.2   
.......89.5.1.....6....31...7...16......9...2..8....4...4.2....7..5..3...6...7...  11.2 01.2 01.2   
.......894....92.....7...5.2....8..5..62..4...3..1.....7.6.....8....2.4...1.3....  11.2 01.2 01.2   
.......894....92......7...42....8.....651.....357......7.6..5..5......4...1.3....  11.2 01.2 01.2   
.......894....92......7...42....8..5..651.....3.7......7.6..5..5......4...1.3....  11.2 01.2 01.2   
.......894.....2.6.8.....5.2...6...3..8..7.....15......7...1.......9...49.2.4.6..  11.2 01.2 01.2   
.......89...1..2.......7..4.4..73.9..9...4..75..6.....6.....5...3...8.4...2......  11.2 01.2 01.2   
.......8...718...6.....35...3...4.....1.6..2.9..........26....85.....9......1..72  11.2 01.2 01.2   
.......8...71....6.9...35...6.7.....3....1.9...1.2...4.1...5.6.8..........6.4...2  11.2 01.2 01.2   
.......8...6.8.2..7.......6.3.5..4......4...29....7.1...4.1..2.5....3....7.9..1..  11.2 01.2 01.2   
.......8...6.8.1.2...2..5.6......3....51...2.84...3.......9...7..85...1.97...4...  11.2 01.2 01.2   
.......8..5...91..7.......6..4..1......6....3.9...54..3..8.......5.1.2...12..4...  11.2 01.2 01.2   
.......8..5...91..7..2....6..5..8.4..1....89.....3...7....2....6..3......94..5...  11.2 01.2 01.2   
.......8.456.8....7.......5..7.4.......9.1.2..1.8..3....5.6...8...3...1......29..  11.2 01.2 01.2   
.......8....1.9..66...2...4.7...8.9.5..........4.3...73.2.....5..5.6.3...1.....7.  11.2 01.2 01.2   
......7......89.3.7..2.3.....1.....53..8...2..6....4......4...6...9..2..8....7.9.  11.2 01.2 01.2   
......78.4.......6.8.3..5..2...4.....7.9...5...1..7..2.9...5.7...6.1.......8..3..  11.2 01.2 01.2   
......7......8...2..9..1.6.2.....3.......4..8..15...4.3...7.....6.9...5...41.5...  11.2 01.2 01.2   
......7....71.9...68..7......8.931..3.......27.1.6.9....6.1.8.....5...9.........4  11.2 01.2 01.2   
......7....67...23....3..46..7.4.6..5..9.1...9......5..1...8...6.......8..2.6.4..  11.2 01.2 01.2   
......7...571....6..9.2..4....3.......8.4.9...1...5.....6...87....6....39...7..2.  11.2 01.2 01.2   
......7...5.1...6...9..3.....86....7.6...1.2....2..4...3..1..5...5..2..49..5..8..  11.2 01.2 01.2   
......7...5.1....6..9..3....7....84...6.4..2....7..6.53...9......2..4....6.8..5..  11.2 01.2 01.2   
......7...5.1....6....2..4..815......3.8.1...7...4............1.16..8..39......2.  11.2 01.2 01.2   
......7..4....9.3..8....5.4.96.1....7....53.....2...9...2.6.....1.8.....9....4..3  11.2 01.2 01.2   
......7..4...8...6..92...1.........3...9.5.....1.2..5...8..2.9..6..9.3..7...1...4  11.2 01.2 01.2   
......7..4...8...3..92...1....5...9.3...7.6.......1...64....8....2..5....3..4...6  11.2 01.2 01.2   
...........71.9....6..3...4.7..4.8....5..1.2....5...9..3......8..2....1.8...7.6..  11.2 01.2 01.2   
......7.....18...6..9..2.4....7....1.7..6.8....5..4.7.5....3.....2.4.3..9......2.  11.2 01.2 01.2   
.....6..9....8.1..7..2...4.2..3...7..1....8......9...65....3.....7..4.5..425.....  11.2 01.2 01.2   
.....6..9..71..2......2.51...5.4..7......8...93..7...........2...1.6.4..8....3..6  11.2 01.2 01.2   
.....6..9.5.7...2.....3.6....18......7......28.5..2.1..8.1...5...4...3..9...4....  11.2 01.2 01.2   
.....6..9.5.1...3.8.9.......7..3.5..3....1.7....7....2.1.3...2.6.4...8.......4...  11.2 01.2 01.2   
.....6..94...8..2...8...5..27.......3..1.......4.3..7..3.9..6.......5..1.4..7..3.  11.2 01.2 01.2   
.....6..94..7...3..89......2..3...4.....18.........6.1.4.....5.5...2...3.7.5..2..  11.2 01.2 01.2   
.....6..94..1...3...8.....52...4..1...9..8....4.7.....7...3......5...6...3.2...7.  11.2 01.2 01.2   
.....6.8....7....38..23.6..2....3..6..914...........1.3....2..7..5....9..4....5..  11.2 01.2 01.2   
.....6.8...71....6....3.5...4....3....82...7.5...9.....3..4...8......9....2..8.1.  11.2 01.2 01.2   
.....6.8...71..2......2...5.8...4...3.....8....9.7...1.6.....3.....9.5.2..25..1..  11.2 01.2 01.2   
.....6.8...6.8.1.2...2..5....86...1..7..9....9....4..7..25...6......3....4....3.1  11.2 01.2 01.2   
.....6.8...6.8.1.2...1..5....58...1..7......39...4....3...9.....4...7.....85...2.  11.2 01.2 01.2   
.....6.8...6.8.1.2...1..5...4..3......86...2.9....7...3....4.....25...1..7....9..  11.2 01.2 01.2   
.....6.8...6...1.28..2..5....16...5.........779...3....3...4.......9.4....85...1.  11.2 01.2 01.2   
.....6.8..5.1..2......7...42.5......39.5..........1.....8.....7.3.9..1......48.6.  11.2 01.2 01.2   
.....6.8.4..7....2..9.1.4...31.....8..5......9...3.5.......2..75......6..9..4.3..  11.2 01.2 01.2   
.....6.8.4.6.8.....9.1..5..2...4..5..7.5..9.......7..2.3.....71..73....59.....3..  11.2 01.2 01.2   
.....6.8.4.6.8.....9.1..5..2...4..5..7.5..9..........2.3.....71..13....59.....3..  11.2 01.2 01.2   
.....6.8.4.....1.....2....5..4.7.9..3........97.5......9..3.4....18.4.2......5..6  11.2 01.2 01.2   
.....6.8....1.9....9..3.1...3...14..5.......7..8.4..2...2..4..57.........4.3..6..  11.2 01.2 01.2   
.....6.8....1..2....9.3.....9..4...5......1..7.53.....5...9...3.3...2.1..4.8..6..  11.2 01.2 01.2   
.....6.8....1..2...9..3...4.4..9...5..6..2......8...1.3...7.....7....5..9.45....7  11.2 01.2 01.2   
.....67.9...1...3.....2..4..8...46....1....5.96......7..2......7..53....8....7..4  11.2 01.2 01.2   
.....678...6.....27..2...5.2....8..6..1.9.....3.1.........4.....9....34.8....5..7  11.2 01.2 01.2   
.....678...6.....27..2...5.2....8..6..1.9.....3.1.........4....5....7..8.9....34.  11.2 01.2 01.2   
.....67...5..8...3.9.13......4....7.......4..91......8..2..4.6....3.....8..9....5  11.2 01.2 01.2   
.....67...5.1.9.3.68.3...1..3.8...5.5.......2..4......3.59......9..18..........9.  11.2 01.2 01.2   
.....67...5.1.......9.3...4...7...1......56....8.4...3..2....4.83......29...2.8..  11.2 01.2 01.2   
.....67...5.1.......9.3...4...7...1......56....8.4...3..2...34.84..2....9.......2  11.2 01.2 01.2   
.....67.....1.......9.2..4.2.4....3.5...4..2..1....8..3.2.9.....6.7........2.8...  11.2 01.2 01.2   
.....67.....1.......9.2..4.2.4....3.5...4..2..1...28..3.2.9.....6.7..........8...  11.2 01.2 01.2   
.....6.....718...6.6.73.1...8...1..75.4....2.....4.......9.......2...59..7...3..8  11.2 01.2 01.2   
.....67.....18...6.6.3..1..2.....5...1...8..3..9....4...42.....5......9..8...3..7  11.2 01.2 01.2   
.....67.....1...3...8.2...4.3.....6...9.4...88....71....25.4....8..9....94......5  11.2 01.2 01.2   
.....6.....678...3.8.13.....3...8..1..5...2....4.2..9.......4...6...1..79......5.  11.2 01.2 01.2   
.....6.....6...2.1...1..546..56...1..9...3...8.......73...9.....7...8.....42...5.  11.2 01.2 01.2   
.....6.....6...2.1...1..54...56...1..9...3..58.......73...9.....7...8.....42...5.  11.2 01.2 01.2   
